T,ρ,u,h,s,cv,cp,w
900.000,343.61000,2709.100,3000.130,5.3104,2.4386,4.8879,765.30
950.000,298.61000,2896.690,3231.580,5.5608,2.3567,4.3823,775.22
1000.000,265.45000,3063.400,3440.120,5.7749,2.2950,3.9788,792.50
1050.000,240.32000,3215.150,3631.270,5.9615,2.2533,3.6833,812.32
1100.000,220.62000,3356.580,3809.840,6.1276,2.2276,3.4715,832.67
1150.000,204.71000,3490.920,3979.410,6.2784,2.2142,3.3195,852.75
1200.000,191.53000,3620.370,4142.490,6.4172,2.2098,3.2098,872.28
1250.000,180.37000,3746.460,4300.890,6.5466,2.2119,3.1303,891.15
1273.000,175.78000,3803.640,4372.550,6.6034,2.2146,3.1014,899.61
,,,,,,,
P=200MPa,,,,,,,
252.462,1087.98000,-76.248,107.580,-0.3187,3.3346,3.3550,1684.90
255.000,1087.46000,-67.707,116.208,-0.2847,3.4118,3.4417,1694.10
260.000,1086.21000,-50.361,133.766,-0.2165,3.5251,3.5739,1712.20
265.000,1084.72000,-32.497,151.882,-0.1475,3.6009,3.6673,1730.00
270.000,1083.06000,-14.268,170.394,-0.0783,3.6511,3.7335,1747.00
275.000,1081.27000,4.218,189.186,-0.0093,3.6838,3.7808,1763.10
280.000,1079.38000,22.888,208.180,0.0591,3.7044,3.8148,1778.10
285.000,1077.41000,41.688,227.319,0.1269,3.7166,3.8397,1792.20
290.000,1075.37000,60.583,246.566,0.1938,3.7226,3.8582,1805.10
295.000,1073.26000,79.545,265.893,0.2599,3.7242,3.8721,1817.00
300.000,1071.10000,98.558,285.282,0.3251,3.7224,3.8828,1827.90
305.000,1068.89000,117.607,304.717,0.3893,3.7179,3.8911,1837.70
310.000,1066.62000,136.681,324.190,0.4527,3.7113,3.8977,1846.50
315.000,1064.30000,155.774,343.692,0.5151,3.7030,3.9029,1854.40
320.000,1061.92000,174.880,363.217,0.5766,3.6932,3.9072,1861.40
325.000,1059.50000,193.994,382.762,0.6372,3.6821,3.9106,1867.60
330.000,1057.02000,213.112,402.323,0.6969,3.6700,3.9135,1872.90
335.000,1054.49000,232.232,421.896,0.7558,3.6571,3.9159,1877.50
340.000,1051.91000,251.352,441.481,0.8138,3.6433,3.9180,1881.30
345.000,1049.28000,270.469,461.076,0.8710,3.6289,3.9198,1884.50
350.000,1046.60000,289.584,480.679,0.9274,3.6140,3.9214,1887.00
355.000,1043.87000,308.695,500.290,0.9831,3.5986,3.9229,1888.90
360.000,1041.09000,327.800,519.908,1.0379,3.5829,3.9243,1890.20
365.000,1038.25000,346.901,539.532,1.0921,3.5669,3.9256,1890.90
370.000,1035.38000,365.997,559.164,1.1455,3.5506,3.9270,1891.10
375.000,1032.45000,385.088,578.802,1.1982,3.5342,3.9283,1890.80
380.000,1029.47000,404.173,598.447,1.2503,3.5177,3.9298,1890.10
385.000,1026.45000,423.254,618.100,1.3016,3.5011,3.9312,1888.90
390.000,1023.39000,442.330,637.760,1.3524,3.4845,3.9328,1887.20
395.000,1020.28000,461.403,657.428,1.4025,3.4679,3.9345,1885.10
400.000,1017.12000,480.471,677.105,1.4520,3.4513,3.9363,1882.70
410.000,1010.68000,518.601,716.487,1.5492,3.4184,3.9402,1876.60
420.000,1004.08000,556.723,755.910,1.6442,3.3860,3.9446,1869.10
430.000,997.31200,594.842,795.381,1.7371,3.3542,3.9496,1860.40
440.000,990.39000,632.963,834.904,1.8280,3.3230,3.9551,1850.40
450.000,983.31600,671.091,874.485,1.9169,3.2926,3.9612,1839.40
460.000,976.09600,709.231,914.129,2.0041,3.2629,3.9677,1827.30
470.000,968.73400,747.386,953.841,2.0895,3.2339,3.9748,1814.30
480.000,961.23300,785.561,993.627,2.1732,3.2058,3.9824,1800.40
490.000,953.59600,823.759,1033.490,2.2554,3.1784,3.9905,1785.70
500.000,945.82800,861.984,1073.440,2.3361,3.1518,3.9990,1770.30
510.000,937.92900,900.238,1113.470,2.4154,3.1258,4.0080,1754.20
520.000,929.90300,938.524,1153.600,2.4933,3.1006,4.0174,1737.50
530.000,921.75200,976.844,1193.820,2.5699,3.0761,4.0272,1720.30
540.000,913.47800,1015.200,1234.150,2.6453,3.0523,4.0374,1702.50
550.000,905.08300,1053.600,1274.570,2.7195,3.0291,4.0480,1684.30
560.000,896.56900,1092.030,1315.110,2.7925,3.0065,4.0589,1665.70
570.000,887.93700,1130.510,1355.750,2.8645,2.9845,4.0702,1646.80
580.000,879.18900,1169.030,1396.510,2.9353,2.9631,4.0818,1627.60
590.000,870.32800,1207.590,1437.390,3.0052,2.9422,4.0937,1608.20
600.000,861.35400,1246.190,1478.390,3.0741,2.9219,4.1059,1588.60
610.000,852.27100,1284.840,1519.510,3.1421,2.9021,4.1184,1568.80
620.000,843.07900,1323.530,1560.750,3.2092,2.8829,4.1311,1549.00
630.000,833.78200,1362.260,1602.130,3.2754,2.8641,4.1440,1529.10
640.000,824.38300,1401.030,1643.640,3.3407,2.8458,4.1572,1509.20
650.000,814.88300,1439.840,1685.270,3.4053,2.8280,4.1705,1489.40
675.000,790.72000,1537.020,1789.960,3.5633,2.7855,4.2043,1440.20
700.000,766.01000,1634.400,1895.490,3.7168,2.7458,4.2385,1392.30
725.000,740.84000,1731.910,2001.880,3.8662,2.7086,4.2720,1346.10
750.000,715.30000,1829.480,2109.080,4.0115,2.6738,4.3038,1302.30
775.000,689.52000,1926.980,2217.040,4.1531,2.6414,4.3319,1261.30
800.000,663.65000,2024.260,2325.620,4.2910,2.6110,4.3538,1223.50
825.000,637.89000,2121.120,2434.650,4.4252,2.5826,4.3668,1189.40
850.000,612.45000,2217.300,2543.860,4.5556,2.5559,4.3680,1159.00
900.000,563.38000,2406.510,2761.510,4.8045,2.5072,4.3280,1109.80
950.000,518.03000,2589.670,2975.740,5.0361,2.4644,4.2335,1075.00
1000.000,477.38000,2765.290,3184.250,5.2501,2.4274,4.1026,1052.10
1050.000,441.66000,2932.940,3385.780,5.4467,2.3967,3.9577,1038.60
1100.000,410.60000,3092.980,3580.070,5.6275,2.3727,3.8153,1032.10
1150.000,383.70000,3246.270,3767.520,5.7942,2.3553,3.6852,1031.00
1200.000,360.35000,3393.840,3948.860,5.9486,2.3440,3.5714,1033.80
1250.000,340.01000,3536.720,4124.940,6.0924,2.3380,3.4749,1039.50
1273.000,331.52000,3601.120,4204.410,6.1554,2.3368,3.4360,1042.80
,,,,,,,
P=400MPa,,,,,,,
259.820,1144.46000,-51.611,297.897,-0.2741,3.0567,3.1768,2041.40
260.000,1144.39000,-51.060,298.470,-0.2719,3.0641,3.1853,2041.90
265.000,1142.35000,-35.232,314.925,-0.2092,3.2361,3.3852,2054.10
270.000,1140.15000,-18.608,332.224,-0.1445,3.3547,3.5264,2064.40
275.000,1137.84000,-1.423,350.119,-0.0789,3.4356,3.6254,2073.50
280.000,1135.47000,16.152,368.428,-0.0129,3.4897,3.6941,2081.60
285.000,1133.06000,33.996,387.023,0.0529,3.5248,3.7411,2089.00
290.000,1130.61000,52.022,405.814,0.1183,3.5465,3.7729,2095.70
295.000,1128.14000,70.170,424.735,0.1830,3.5586,3.7939,2102.00
300.000,1125.66000,88.394,443.740,0.2469,3.5638,3.8073,2107.80
305.000,1123.17000,106.664,462.799,0.3099,3.5641,3.8154,2113.20
310.000,1120.67000,124.959,481.889,0.3719,3.5607,3.8199,2118.20
315.000,1118.16000,143.263,500.994,0.4331,3.5547,3.8218,2122.70
320.000,1115.64000,161.565,520.104,0.4933,3.5467,3.8220,2127.00
325.000,1113.11000,179.858,539.212,0.5525,3.5373,3.8211,2130.80
330.000,1110.57000,198.137,558.314,0.6109,3.5268,3.8195,2134.30
335.000,1108.01000,216.399,577.407,0.6683,3.5155,3.8175,2137.40
340.000,1105.44000,234.641,596.489,0.7248,3.5036,3.8152,2140.10
345.000,1102.85000,252.862,615.559,0.7805,3.4912,3.8129,2142.50
350.000,1100.24000,271.061,634.618,0.8353,3.4785,3.8106,2144.50
355.000,1097.62000,289.239,653.665,0.8894,3.4655,3.8083,2146.10
360.000,1094.97000,307.396,672.702,0.9426,3.4524,3.8062,2147.50
365.000,1092.31000,325.531,691.728,0.9951,3.4391,3.8043,2148.50
370.000,1089.62000,343.646,710.745,1.0469,3.4258,3.8025,2149.10
375.000,1086.92000,361.740,729.754,1.0979,3.4124,3.8010,2149.50
380.000,1084.19000,379.816,748.755,1.1482,3.3990,3.7996,2149.50
385.000,1081.44000,397.873,767.750,1.1979,3.3857,3.7984,2149.30
390.000,1078.67000,415.913,786.739,1.2469,3.3724,3.7974,2148.70
395.000,1075.88000,433.936,805.724,1.2953,3.3592,3.7966,2147.90
400.000,1073.07000,451.943,824.705,1.3430,3.3461,3.7959,2146.80
410.000,1067.38000,487.911,862.660,1.4367,3.3201,3.7951,2143.70
420.000,1061.61000,523.823,900.609,1.5282,3.2947,3.7949,2139.70
430.000,1055.76000,559.685,938.559,1.6175,3.2697,3.7951,2134.70
440.000,1049.83000,595.500,976.513,1.7047,3.2453,3.7958,2128.80
450.000,1043.83000,631.271,1014.480,1.7901,3.2214,3.7968,2122.10
460.000,1037.76000,667.003,1052.450,1.8735,3.1981,3.7981,2114.60
470.000,1031.62000,702.696,1090.440,1.9552,3.1753,3.7995,2106.40
480.000,1025.41000,738.353,1128.440,2.0352,3.1531,3.8012,2097.60
490.000,1019.14000,773.975,1166.460,2.1136,3.1315,3.8030,2088.10
500.000,1012.82000,809.563,1204.500,2.1905,3.1103,3.8048,2078.00
510.000,1006.44000,845.117,1242.560,2.2658,3.0897,3.8067,2067.50
520.000,1000.01000,880.637,1280.630,2.3398,3.0695,3.8086,2056.50
530.000,993.52300,916.123,1318.730,2.4123,3.0499,3.8105,2045.00
540.000,986.99400,951.575,1356.850,2.4836,3.0306,3.8124,2033.10
550.000,980.42100,986.991,1394.980,2.5536,3.0119,3.8143,2020.90
560.000,973.80700,1022.370,1433.130,2.6223,2.9935,3.8160,2008.40
570.000,967.15300,1057.710,1471.300,2.6899,2.9756,3.8177,1995.60
580.000,960.46300,1093.020,1509.490,2.7563,2.9581,3.8194,1982.60
590.000,953.73800,1128.280,1547.690,2.8216,2.9410,3.8209,1969.30
600.000,946.98200,1163.510,1585.900,2.8858,2.9243,3.8223,1955.90
610.000,940.19500,1198.690,1624.130,2.9490,2.9080,3.8236,1942.30
620.000,933.38100,1233.830,1662.370,3.0112,2.8921,3.8248,1928.60
630.000,926.54300,1268.920,1700.630,3.0724,2.8765,3.8259,1914.70
640.000,919.68100,1303.960,1738.890,3.1326,2.8613,3.8269,1900.90
650.000,912.79800,1338.950,1777.170,3.1920,2.8465,3.8277,1886.90
675.000,895.52000,1426.210,1872.880,3.3365,2.8110,3.8292,1852.00
700.000,878.15000,1513.120,1968.620,3.4757,2.7776,3.8298,1817.30
725.000,860.74000,1599.650,2064.360,3.6101,2.7463,3.8296,1783.10
750.000,843.32000,1685.780,2160.090,3.7399,2.7170,3.8284,1749.60
775.000,825.93000,1771.470,2255.780,3.8654,2.6898,3.8265,1717.00
800.000,808.59000,1856.720,2351.410,3.9869,2.6645,3.8237,1685.50
825.000,791.35000,1941.490,2446.960,4.1045,2.6411,3.8202,1655.20
850.000,774.24000,2025.770,2542.410,4.2185,2.6195,3.8159,1626.40
900.000,740.52000,2192.770,2732.940,4.4363,2.5815,3.8046,1573.40
950.000,707.72000,2357.600,2922.790,4.6416,2.5501,3.7887,1527.10
1000.000,676.11000,2520.080,3111.710,4.8354,2.5245,3.7668,1487.80
1050.000,645.93000,2680.080,3299.350,5.0185,2.5041,3.7374,1455.60
1100.000,617.41000,2837.460,3485.320,5.1915,2.4883,3.7005,1430.00
1150.000,590.69000,2992.130,3669.300,5.3551,2.4767,3.6575,1410.30
1200.000,565.84000,3144.100,3851.010,5.5098,2.4687,3.6106,1395.50
1250.000,542.84000,3293.480,4030.340,5.6562,2.4638,3.5627,1384.80
1273.000,532.86000,3361.370,4112.030,5.7210,2.4625,3.5409,1381.00
,,,,,,,
P=600MPa,,,,,,,
271.691,1183.60000,-15.760,491.170,-0.1929,3.1871,3.4202,2316.40
275.000,1181.96000,-4.990,502.641,-0.1509,3.2654,3.5099,2320.40
280.000,1179.45000,11.748,520.460,-0.0867,3.3527,3.6116,2325.50
285.000,1176.90000,28.893,538.705,-0.0221,3.4117,3.6821,2329.80
290.000,1174.34000,46.318,557.243,0.0423,3.4502,3.7298,2333.50
295.000,1171.77000,63.929,575.976,0.1064,3.4738,3.7610,2336.80
300.000,1169.19000,81.659,594.833,0.1698,3.4865,3.7803,2339.80
305.000,1166.62000,99.459,613.764,0.2324,3.4914,3.7911,2342.60
310.000,1164.05000,117.293,632.734,0.2941,3.4907,3.7959,2345.20
315.000,1161.49000,135.137,651.716,0.3548,3.4860,3.7965,2347.70
320.000,1158.92000,152.973,670.695,0.4146,3.4784,3.7944,2349.90
325.000,1156.37000,170.790,689.657,0.4734,3.4688,3.7903,2352.10
330.000,1153.81000,188.580,708.596,0.5312,3.4578,3.7851,2354.00
335.000,1151.26000,206.338,727.507,0.5881,3.4458,3.7793,2355.80
340.000,1148.71000,224.061,746.388,0.6440,3.4333,3.7732,2357.40
345.000,1146.15000,241.747,765.239,0.6991,3.4204,3.7670,2358.90
350.000,1143.59000,259.397,784.059,0.7532,3.4073,3.7610,2360.20
355.000,1141.03000,277.010,802.849,0.8065,3.3942,3.7552,2361.20
360.000,1138.47000,294.587,821.611,0.8590,3.3810,3.7498,2362.10
365.000,1135.90000,312.130,840.347,0.9107,3.3680,3.7447,2362.80
370.000,1133.32000,329.640,859.059,0.9616,3.3551,3.7400,2363.30
375.000,1130.73000,347.118,877.748,1.0118,3.3424,3.7357,2363.60
380.000,1128.14000,364.567,896.417,1.0612,3.3299,3.7318,2363.70
385.000,1125.54000,381.987,915.067,1.1100,3.3176,3.7283,2363.60
390.000,1122.92000,399.381,933.700,1.1581,3.3054,3.7251,2363.20
395.000,1120.30000,416.749,952.319,1.2055,3.2935,3.7223,2362.70
400.000,1117.67000,434.093,970.924,1.2523,3.2818,3.7198,2362.00
410.000,1112.38000,468.716,1008.100,1.3441,3.2591,3.7156,2359.90
420.000,1107.05000,503.258,1045.240,1.4336,3.2371,3.7124,2357.10
430.000,1101.68000,537.728,1082.350,1.5210,3.2158,3.7101,2353.60
440.000,1096.27000,572.132,1119.440,1.6062,3.1953,3.7083,2349.30
450.000,1090.82000,606.476,1156.520,1.6895,3.1754,3.7071,2344.40
460.000,1085.34000,640.764,1193.590,1.7710,3.1561,3.7063,2338.80
470.000,1079.82000,675.000,1230.650,1.8507,3.1373,3.7058,2332.60
480.000,1074.27000,709.186,1267.700,1.9287,3.1190,3.7054,2325.90
490.000,1068.70000,743.323,1304.760,2.0051,3.1012,3.7052,2318.70
500.000,1063.09000,777.413,1341.810,2.0800,3.0839,3.7051,2311.00
510.000,1057.46000,811.457,1378.860,2.1534,3.0669,3.7049,2302.80
520.000,1051.80000,845.454,1415.910,2.2253,3.0504,3.7048,2294.30
530.000,1046.12000,879.405,1452.950,2.2959,3.0342,3.7046,2285.30
540.000,1040.42000,913.308,1490.000,2.3651,3.0184,3.7043,2276.10
550.000,1034.71000,947.164,1527.040,2.4331,3.0029,3.7040,2266.50
560.000,1028.97000,980.971,1564.080,2.4998,2.9878,3.7035,2256.60
570.000,1023.23000,1014.730,1601.110,2.5654,2.9730,3.7029,2246.50
580.000,1017.47000,1048.440,1638.130,2.6298,2.9584,3.7022,2236.10
590.000,1011.70000,1082.090,1675.150,2.6930,2.9442,3.7014,2225.60
600.000,1005.92000,1115.690,1712.160,2.7552,2.9303,3.7005,2214.90
610.000,1000.14000,1149.240,1749.160,2.8164,2.9167,3.6994,2204.00
620.000,994.34500,1182.740,1786.150,2.8765,2.9034,3.6982,2193.00
630.000,988.54900,1216.180,1823.130,2.9357,2.8903,3.6969,2181.90
640.000,982.75000,1249.560,1860.090,2.9939,2.8776,3.6954,2170.70
650.000,976.95000,1282.880,1897.030,3.0512,2.8651,3.6938,2159.40
675.000,962.45000,1365.920,1989.320,3.1905,2.8351,3.6894,2131.00
700.000,947.98000,1448.570,2081.500,3.3246,2.8069,3.6842,2102.50
725.000,933.54000,1530.820,2173.530,3.4538,2.7803,3.6784,2074.20
750.000,919.17000,1612.650,2265.410,3.5784,2.7555,3.6721,2046.00
775.000,904.88000,1694.060,2357.130,3.6987,2.7323,3.6653,2018.40
800.000,890.69000,1775.040,2448.680,3.8149,2.7107,3.6581,1991.20
825.000,876.62000,1855.590,2540.040,3.9274,2.6908,3.6507,1964.80
850.000,862.67000,1935.690,2631.210,4.0363,2.6724,3.6430,1939.00
900.000,835.22000,2094.600,2812.970,4.2441,2.6400,3.6275,1890.00
950.000,808.44000,2251.790,2993.960,4.4398,2.6132,3.6121,1844.70
1000.000,782.41000,2407.330,3174.190,4.6247,2.5916,3.5972,1803.20
1050.000,757.19000,2561.290,3353.690,4.7998,2.5744,3.5828,1765.90
1100.000,732.85000,2713.760,3532.480,4.9662,2.5613,3.5685,1732.80
1150.000,709.44000,2864.800,3710.540,5.1245,2.5517,3.5538,1704.10
1200.000,687.01000,3014.480,3887.840,5.2754,2.5451,3.5379,1679.60
1250.000,665.59000,3162.850,4064.310,5.4195,2.5410,3.5207,1659.30
1273.000,656.08000,3230.670,4145.190,5.4836,2.5399,3.5123,1651.20
,,,,,,,
P=800MPa,,,,,,,
286.725,1212.69000,32.019,691.710,-0.0723,3.3575,3.6685,2537.50
290.000,1210.98000,43.167,703.786,-0.0304,3.3891,3.7047,2538.60
295.000,1208.38000,60.374,722.415,0.0333,3.4224,3.7442,2540.10
300.000,1205.79000,77.738,741.204,0.0965,3.4420,3.7690,2541.40
305.000,1203.20000,95.195,760.088,0.1589,3.4515,3.7832,2542.60
310.000,1200.62000,112.701,779.022,0.2205,3.4536,3.7895,2543.60
315.000,1198.05000,130.224,797.973,0.2811,3.4503,3.7902,2544.70
320.000,1195.50000,147.740,816.918,0.3408,3.4432,3.7871,2545.70
325.000,1192.95000,165.233,835.841,0.3994,3.4335,3.7814,2546.60
330.000,1190.41000,182.692,854.730,0.4571,3.4220,3.7740,2547.50
335.000,1187.88000,200.110,873.579,0.5138,3.4092,3.7656,2548.30
340.000,1185.36000,217.483,892.385,0.5695,3.3958,3.7568,2549.00
345.000,1182.84000,234.808,911.147,0.6243,3.3819,3.7478,2549.70
350.000,1180.33000,252.085,929.863,0.6782,3.3680,3.7389,2550.30
355.000,1177.82000,269.314,948.536,0.7312,3.3540,3.7303,2550.80
360.000,1175.31000,286.497,967.167,0.7833,3.3402,3.7221,2551.20
365.000,1172.81000,303.635,985.758,0.8346,3.3267,3.7145,2551.40
370.000,1170.31000,320.731,1004.310,0.8850,3.3135,3.7073,2551.60
375.000,1167.80000,337.785,1022.830,0.9348,3.3006,3.7007,2551.60
380.000,1165.30000,354.802,1041.320,0.9837,3.2880,3.6947,2551.40
385.000,1162.79000,371.782,1059.780,1.0320,3.2758,3.6891,2551.20
390.000,1160.29000,388.729,1078.210,1.0796,3.2640,3.6841,2550.80
395.000,1157.78000,405.643,1096.620,1.1265,3.2525,3.6796,2550.20
400.000,1155.27000,422.528,1115.010,1.1727,3.2413,3.6755,2549.50
410.000,1150.23000,456.217,1151.730,1.2634,3.2200,3.6685,2547.60
420.000,1145.18000,489.807,1188.380,1.3517,3.1998,3.6630,2545.10
430.000,1140.12000,523.311,1224.990,1.4379,3.1806,3.6586,2542.10
440.000,1135.04000,556.739,1261.560,1.5219,3.1624,3.6551,2538.40
450.000,1129.95000,590.098,1298.100,1.6040,3.1450,3.6524,2534.20
460.000,1124.84000,623.395,1334.610,1.6843,3.1282,3.6503,2529.50
470.000,1119.71000,656.634,1371.100,1.7628,3.1121,3.6486,2524.30
480.000,1114.58000,689.819,1407.580,1.8396,3.0966,3.6472,2518.60
490.000,1109.43000,722.953,1444.050,1.9148,3.0815,3.6460,2512.40
500.000,1104.27000,756.038,1480.500,1.9884,3.0668,3.6449,2505.90
510.000,1099.10000,789.074,1516.950,2.0606,3.0526,3.6439,2498.90
520.000,1093.92000,822.063,1553.380,2.1313,3.0386,3.6430,2491.60
530.000,1088.73000,855.004,1589.800,2.2007,3.0250,3.6420,2484.00
540.000,1083.54000,887.898,1626.220,2.2688,3.0117,3.6409,2476.00
550.000,1078.34000,920.744,1662.620,2.3356,2.9987,3.6397,2467.80
560.000,1073.14000,953.541,1699.010,2.4012,2.9859,3.6385,2459.30
570.000,1067.94000,986.289,1735.390,2.4655,2.9734,3.6372,2450.60
580.000,1062.74000,1018.990,1771.760,2.5288,2.9611,3.6357,2441.70
590.000,1057.54000,1051.630,1808.110,2.5909,2.9491,3.6341,2432.70
600.000,1052.34000,1084.230,1844.440,2.6520,2.9373,3.6324,2423.40
610.000,1047.15000,1116.770,1880.750,2.7120,2.9257,3.6306,2414.00
620.000,1041.96000,1149.260,1917.050,2.7710,2.9143,3.6286,2404.50
630.000,1036.77000,1181.700,1953.320,2.8291,2.9032,3.6265,2394.90
640.000,1031.59000,1214.070,1989.580,2.8862,2.8923,3.6244,2385.20
650.000,1026.41000,1246.400,2025.810,2.9423,2.8816,3.6221,2375.40
675.000,1013.50000,1326.950,2116.290,3.0789,2.8558,3.6159,2350.70
700.000,1000.70000,1407.140,2206.600,3.2103,2.8314,3.6092,2325.80
725.000,987.91000,1486.960,2296.750,3.3368,2.8084,3.6021,2300.90
750.000,975.24000,1566.400,2386.710,3.4588,2.7869,3.5946,2276.10
775.000,962.67000,1645.450,2476.480,3.5766,2.7667,3.5869,2251.50
800.000,950.20000,1724.120,2566.050,3.6903,2.7478,3.5789,2227.30
825.000,937.86000,1802.410,2655.420,3.8003,2.7304,3.5708,2203.60
850.000,925.64000,1880.320,2744.590,3.9068,2.7143,3.5627,2180.30
900.000,901.63000,2035.040,2922.320,4.1100,2.6859,3.5466,2135.40
950.000,878.21000,2188.320,3099.260,4.3013,2.6624,3.5311,2093.10
1000.000,855.43000,2340.250,3275.450,4.4821,2.6433,3.5167,2053.50
1050.000,833.31000,2490.930,3450.950,4.6533,2.6282,3.5036,2016.60
1100.000,811.87000,2640.450,3625.830,4.8161,2.6167,3.4919,1982.50
1150.000,791.12000,2788.940,3800.160,4.9710,2.6083,3.4816,1951.30
1200.000,771.06000,2936.470,3974.010,5.1190,2.6026,3.4725,1923.00
1250.000,751.68000,3083.150,4147.430,5.2606,2.5991,3.4643,1897.50
1273.000,743.01000,3150.360,4227.070,5.3237,2.5982,3.4607,1886.80
,,,,,,,
P=1000MPa,,,,,,,
300.243,1237.39000,76.834,884.986,0.0301,3.4179,3.7697,2723.30
305.000,1234.94000,93.201,902.957,0.0895,3.4296,3.7845,2723.20
310.000,1232.38000,110.461,921.901,0.1511,3.4337,3.7917,2723.10
315.000,1229.83000,127.743,940.864,0.2118,3.4317,3.7927,2723.00
320.000,1227.29000,145.020,959.820,0.2715,3.4251,3.7891,2723.00
325.000,1224.77000,162.272,978.749,0.3302,3.4154,3.7823,2723.00
330.000,1222.26000,179.486,997.640,0.3879,3.4034,3.7735,2723.00
335.000,1219.77000,196.654,1016.480,0.4446,3.3901,3.7634,2723.00
340.000,1217.28000,213.770,1035.270,0.5002,3.3758,3.7526,2723.00
345.000,1214.81000,230.831,1054.010,0.5550,3.3611,3.7416,2723.00
350.000,1212.34000,247.836,1072.690,0.6087,3.3463,3.7306,2722.90
355.000,1209.88000,264.786,1091.310,0.6615,3.3315,3.7198,2722.90
360.000,1207.43000,281.680,1109.890,0.7135,3.3169,3.7096,2722.70
365.000,1204.98000,298.523,1128.410,0.7646,3.3027,3.6999,2722.50
370.000,1202.54000,315.314,1146.890,0.8149,3.2889,3.6908,2722.20
375.000,1200.10000,332.059,1165.320,0.8644,3.2755,3.6823,2721.90
380.000,1197.67000,348.758,1183.710,0.9131,3.2627,3.6745,2721.40
385.000,1195.24000,365.415,1202.070,0.9611,3.2503,3.6673,2720.90
390.000,1192.82000,382.032,1220.390,1.0083,3.2383,3.6607,2720.20
395.000,1190.39000,398.613,1238.670,1.0549,3.2269,3.6547,2719.50
400.000,1187.97000,415.159,1256.930,1.1009,3.2158,3.6493,2718.60
410.000,1183.12000,448.157,1293.380,1.1909,3.1951,3.6399,2716.50
420.000,1178.28000,481.044,1329.740,1.2785,3.1758,3.6324,2713.90
430.000,1173.44000,513.835,1366.030,1.3639,3.1578,3.6263,2710.90
440.000,1168.60000,546.541,1402.270,1.4472,3.1410,3.6214,2707.40
450.000,1163.75000,579.174,1438.460,1.5285,3.1252,3.6175,2703.40
460.000,1158.91000,611.740,1474.620,1.6080,3.1102,3.6143,2699.00
470.000,1154.06000,644.246,1510.750,1.6857,3.0960,3.6118,2694.10
480.000,1149.22000,676.698,1546.860,1.7617,3.0823,3.6096,2688.80
490.000,1144.37000,709.099,1582.940,1.8361,3.0692,3.6078,2683.20
500.000,1139.52000,741.451,1619.010,1.9090,3.0565,3.6062,2677.20
510.000,1134.67000,773.756,1655.070,1.9804,3.0442,3.6047,2670.80
520.000,1129.83000,806.016,1691.110,2.0504,3.0322,3.6033,2664.20
530.000,1124.98000,838.231,1727.130,2.1190,3.0205,3.6019,2657.20
540.000,1120.14000,870.402,1763.140,2.1863,3.0091,3.6004,2650.00
550.000,1115.31000,902.527,1799.140,2.2524,2.9979,3.5989,2642.50
560.000,1110.47000,934.608,1835.120,2.3172,2.9869,3.5974,2634.90
570.000,1105.65000,966.642,1871.090,2.3809,2.9762,3.5957,2627.00
580.000,1100.83000,998.631,1907.040,2.4434,2.9656,3.5939,2618.90
590.000,1096.02000,1030.570,1942.970,2.5048,2.9552,3.5920,2610.70
600.000,1091.21000,1062.470,1978.880,2.5652,2.9450,3.5901,2602.30
610.000,1086.42000,1094.310,2014.770,2.6245,2.9350,3.5879,2593.80
620.000,1081.63000,1126.110,2050.640,2.6828,2.9252,3.5857,2585.20
630.000,1076.85000,1157.850,2086.480,2.7402,2.9155,3.5834,2576.50
640.000,1072.09000,1189.540,2122.300,2.7966,2.9060,3.5810,2567.70
650.000,1067.33000,1221.190,2158.100,2.8521,2.8967,3.5785,2558.80
675.000,1055.50000,1300.060,2247.480,2.9870,2.8741,3.5718,2536.40
700.000,1043.80000,1378.610,2336.690,3.1168,2.8527,3.5647,2513.70
725.000,1032.10000,1456.810,2425.710,3.2417,2.8325,3.5573,2491.00
750.000,1020.50000,1534.680,2514.550,3.3622,2.8134,3.5496,2468.40
775.000,1009.10000,1612.210,2603.190,3.4785,2.7954,3.5417,2445.90
800.000,997.76000,1689.390,2691.640,3.5908,2.7787,3.5338,2423.70
825.000,986.55000,1766.240,2779.880,3.6994,2.7631,3.5259,2401.80
850.000,975.46000,1842.770,2867.930,3.8046,2.7487,3.5180,2380.30
900.000,953.67000,1994.860,3043.450,4.0052,2.7233,3.5027,2338.70
950.000,932.43000,2145.740,3218.210,4.1942,2.7022,3.4881,2299.00
1000.000,911.77000,2295.500,3392.270,4.3727,2.6851,3.4745,2261.50
1050.000,891.69000,2444.210,3565.680,4.5420,2.6716,3.4622,2226.30
1100.000,872.20000,2591.990,3738.510,4.7028,2.6612,3.4513,2193.20
1150.000,853.30000,2738.920,3910.830,4.8560,2.6536,3.4418,2162.30
1200.000,834.99000,2885.100,4082.720,5.0023,2.6485,3.4338,2133.60
1250.000,817.25000,3030.620,4254.240,5.1423,2.6454,3.4271,2107.00
1273.000,809.28000,3097.360,4333.030,5.2048,2.6446,3.4245,2095.50
